age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job_index,marital_index,education_index,default_index,housing_index,loan_index,contact_index,month_index,day_of_week_index,poutcome_index,y_index
56,102,2,999,0,1.1,93.994,-36.4,4.857,5191.0,5,1,0,0,2,0,1,6,1,1,0
41,579,1,999,0,1.1,93.994,-36.4,4.857,5191.0,9,1,5,1,2,0,1,6,1,1,1
37,143,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,1,0,2,2,1,6,1,1,0
41,677,1,999,0,1.1,93.994,-36.4,4.857,5191.0,9,1,5,1,0,0,1,6,1,1,0
35,267,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,7,0,2,0,1,6,1,1,0
37,345,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,1,0,2,0,1,6,1,1,0
52,185,1,999,0,1.1,93.994,-36.4,4.857,5191.0,4,1,6,0,0,0,1,6,1,1,0
39,207,1,999,0,1.1,93.994,-36.4,4.857,5191.0,4,0,6,0,0,0,1,6,1,1,0
39,69,2,999,0,1.1,93.994,-36.4,4.857,5191.0,3,1,0,1,0,0,1,6,1,1,0
56,100,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,0,1,0,0,1,6,1,1,0
34,125,2,999,0,1.1,93.994,-36.4,4.857,5191.0,7,1,3,0,2,0,1,6,1,1,0
45,461,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,2,1,2,0,1,6,1,1,1
43,240,1,999,0,1.1,93.994,-36.4,4.857,5191.0,10,2,6,0,2,0,1,6,1,1,0
56,70,1,999,0,1.1,93.994,-36.4,4.857,5191.0,4,1,7,0,2,0,1,6,1,1,0
39,193,1,999,0,1.1,93.994,-36.4,4.857,5191.0,4,1,6,0,2,0,1,6,1,1,0
53,136,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,0,0,2,0,1,6,1,1,0
38,73,1,999,0,1.1,93.994,-36.4,4.857,5191.0,11,0,3,1,2,0,1,6,1,1,0
42,528,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,0,1,2,0,1,6,1,1,0
42,541,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,0,1,0,0,1,6,1,1,0
35,338,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,2,3,0,2,0,1,6,1,1,0
40,163,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1,6,1,2,0,1,6,1,1,0
51,87,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,0,0,2,0,1,6,1,1,0
60,301,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,2,1,0,0,1,6,1,1,0
56,46,1,999,0,1.1,93.994,-36.4,4.857,5191.0,2,1,7,1,2,0,1,6,1,1,0
39,52,1,999,0,1.1,93.994,-36.4,4.857,5191.0,7,0,3,1,2,0,1,6,1,1,0
56,204,1,999,0,1.1,93.994,-36.4,4.857,5191.0,2,1,7,1,0,0,1,6,1,1,0
40,155,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,7,0,2,2,1,6,1,1,0
36,98,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,2,0,2,2,1,6,1,1,0
51,71,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,7,1,2,0,1,6,1,1,0
51,243,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,7,1,0,0,1,6,1,1,0
43,186,2,999,0,1.1,93.994,-36.4,4.857,5191.0,9,2,5,0,2,0,1,6,1,1,0
59,579,2,999,0,1.1,93.994,-36.4,4.857,5191.0,7,1,3,0,0,0,1,6,1,1,0
24,165,2,999,0,1.1,93.994,-36.4,4.857,5191.0,4,2,6,0,2,0,1,6,1,1,0
37,163,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,2,2,1,2,2,1,6,1,1,0
40,46,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,2,1,0,0,1,6,1,1,0
42,559,3,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,2,1,0,0,1,6,1,1,0
39,2033,1,999,0,1.1,93.994,-36.4,4.857,5191.0,7,0,3,1,0,0,1,6,1,1,0
37,85,1,999,0,1.1,93.994,-36.4,4.857,5191.0,2,1,1,0,0,0,1,6,1,1,0
38,506,1,999,0,1.1,93.994,-36.4,4.857,5191.0,7,1,3,0,2,2,1,6,1,1,0
56,114,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,7,1,0,0,1,6,1,1,0
40,114,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,7,0,0,0,1,6,1,1,0
54,843,2,999,0,1.1,93.994,-36.4,4.857,5191.0,4,0,6,0,2,0,1,6,1,1,0
43,181,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,3,1,0,2,1,6,1,1,0
36,427,1,999,0,1.1,93.994,-36.4,4.857,5191.0,7,1,3,1,0,0,1,6,1,1,0
45,292,1,999,0,1.1,93.994,-36.4,4.857,5191.0,9,1,6,0,2,2,1,6,1,1,0
42,192,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,2,6,1,0,0,1,6,1,1,0
43,93,3,999,0,1.1,93.994,-36.4,4.857,5191.0,7,1,3,0,0,0,1,6,1,1,0
46,128,2,999,0,1.1,93.994,-36.4,4.857,5191.0,4,1,2,0,0,0,1,6,1,1,0
44,107,1,999,0,1.1,93.994,-36.4,4.857,5191.0,7,1,3,0,2,2,1,6,1,1,0
51,303,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,2,1,0,0,0,1,6,1,1,0
28,81,1,999,0,1.1,93.994,-36.4,4.857,5191.0,7,1,3,0,2,0,1,6,1,1,0
37,270,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,2,0,0,0,1,6,1,1,0
34,228,1,999,0,1.1,93.994,-36.4,4.857,5191.0,9,1,3,0,0,0,1,6,1,1,0
46,240,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,1,1,2,0,1,6,1,1,0
42,673,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,2,0,2,2,1,6,1,1,1
36,233,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1,6,0,2,0,1,6,1,1,0
54,102,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,0,1,0,0,1,6,1,1,0
57,461,1,999,0,1.1,93.994,-36.4,4.857,5191.0,4,1,6,0,0,0,1,6,1,1,0
51,250,1,999,0,1.1,93.994,-36.4,4.857,5191.0,9,1,1,1,0,0,1,6,1,1,0
54,130,1,999,0,1.1,93.994,-36.4,4.857,5191.0,5,1,3,1,0,0,1,6,1,1,0
49,252,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,0,1,0,0,1,6,1,1,0
34,138,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1,6,0,2,0,1,6,1,1,0
41,412,1,999,0,1.1,93.994,-36.4,4.857,5191.0,9,1,5,0,0,0,1,6,1,1,0
38,179,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,2,2,0,2,0,1,6,1,1,0
45,19,2,999,0,1.1,93.994,-36.4,4.857,5191.0,4,0,6,0,0,0,1,6,1,1,0
42,228,2,999,0,1.1,93.994,-36.4,4.857,5191.0,9,1,6,0,0,0,1,6,1,1,0
34,55,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,2,2,1,2,0,1,6,1,1,0
48,717,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,0,0,2,0,1,6,1,1,0
37,313,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1,3,1,2,0,1,6,1,1,0
34,289,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,2,2,1,0,0,1,6,1,1,0
40,683,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1,2,1,2,0,1,6,1,1,0
43,1077,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,1,0,2,0,1,6,1,1,0
33,146,2,999,0,1.1,93.994,-36.4,4.857,5191.0,7,1,3,0,0,0,1,6,1,1,0
32,167,1,999,0,1.1,93.994,-36.4,4.857,5191.0,7,2,1,0,0,0,1,6,1,1,0
39,356,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,3,0,2,0,1,6,1,1,0
43,277,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1,7,0,0,0,1,6,1,1,0
44,172,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,2,0,2,0,1,6,1,1,0
35,218,1,999,0,1.1,93.994,-36.4,4.857,5191.0,8,2,6,1,0,0,1,6,1,1,0
35,217,1,999,0,1.1,93.994,-36.4,4.857,5191.0,8,2,6,1,2,2,1,6,1,1,0
35,67,1,999,0,1.1,93.994,-36.4,4.857,5191.0,10,1,5,0,0,0,1,6,1,1,0
36,291,1,999,0,1.1,93.994,-36.4,4.857,5191.0,7,2,0,0,0,0,1,6,1,1,0
35,248,1,999,0,1.1,93.994,-36.4,4.857,5191.0,8,2,6,1,2,0,1,6,1,1,0
36,256,1,999,0,1.1,93.994,-36.4,4.857,5191.0,8,2,2,0,2,0,1,6,1,1,0
55,286,1,999,0,1.1,93.994,-36.4,4.857,5191.0,3,0,6,0,0,0,1,6,1,1,0
59,477,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1,6,0,0,0,1,6,1,1,0
57,611,2,999,0,1.1,93.994,-36.4,4.857,5191.0,5,1,7,1,0,0,1,6,1,1,0
39,471,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,5,1,2,0,1,6,1,1,0
39,381,2,999,0,1.1,93.994,-36.4,4.857,5191.0,3,1,0,1,2,0,1,6,1,1,0
30,251,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,2,7,0,2,0,1,6,1,1,0
30,408,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,2,7,0,2,2,1,6,1,1,0
50,287,1,999,0,1.1,93.994,-36.4,4.857,5191.0,3,1,0,1,0,0,1,6,1,1,0
40,322,3,999,0,1.1,93.994,-36.4,4.857,5191.0,7,1,3,0,0,0,1,6,1,1,0
35,216,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1,3,0,2,0,1,6,1,1,0
43,366,2,999,0,1.1,93.994,-36.4,4.857,5191.0,9,1,7,1,0,0,1,6,1,1,0
36,210,1,999,0,1.1,93.994,-36.4,4.857,5191.0,7,2,1,1,2,0,1,6,1,1,0
46,288,1,999,0,1.1,93.994,-36.4,4.857,5191.0,9,1,0,1,2,0,1,6,1,1,0
40,168,1,999,0,1.1,93.994,-36.4,4.857,5191.0,9,1,2,0,0,0,1,6,1,1,0
58,132,1,999,0,1.1,93.994,-36.4,4.857,5191.0,5,1,6,0,0,0,1,6,1,1,0
42,64,2,999,0,1.1,93.994,-36.4,4.857,5191.0,9,1,6,0,0,0,1,6,1,1,0
35,209,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,2,6,0,0,0,1,6,1,1,0
43,410,3,999,0,1.1,93.994,-36.4,4.857,5191.0,5,1,0,1,0,0,1,6,1,1,0
45,177,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,0,0,2,2,1,6,1,1,0
39,580,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1,5,0,2,0,1,6,1,1,0
50,165,1,999,0,1.1,93.994,-36.4,4.857,5191.0,7,0,5,0,2,0,1,6,1,1,0
32,127,2,999,0,1.1,93.994,-36.4,4.857,5191.0,4,0,0,1,2,0,1,6,1,1,0
39,357,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1,3,1,0,0,1,6,1,1,0
52,175,1,999,0,1.1,93.994,-36.4,4.857,5191.0,6,1,6,1,0,0,1,6,1,1,0
44,300,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1,5,0,2,0,1,6,1,1,0
56,136,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,0,0,0,0,1,6,1,1,0
48,125,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1,3,0,0,0,1,6,1,1,0
33,189,2,999,0,1.1,93.994,-36.4,4.857,5191.0,7,1,3,1,0,2,1,6,1,1,0
43,213,3,999,0,1.1,93.994,-36.4,4.857,5191.0,4,1,6,1,0,2,1,6,1,1,0
57,238,2,999,0,1.1,93.994,-36.4,4.857,5191.0,5,1,3,0,0,0,1,6,1,1,0
36,124,1,999,0,1.1,93.994,-36.4,4.857,5191.0,9,2,5,0,0,0,1,6,1,1,0
34,18,1,999,0,1.1,93.994,-36.4,4.857,5191.0,4,1,6,0,2,0,1,6,1,1,0
34,730,2,999,0,1.1,93.994,-36.4,4.857,5191.0,7,2,2,0,0,0,1,6,1,1,0
30,40,1,999,0,1.1,93.994,-36.4,4.857,5191.0,9,1,6,1,0,0,1,6,1,1,0
33,181,2,999,0,1.1,93.994,-36.4,4.857,5191.0,7,0,7,0,0,0,1,6,1,1,0
32,79,1,999,0,1.1,93.994,-36.4,4.857,5191.0,9,2,5,0,0,0,1,6,1,1,0
36,142,2,999,0,1.1,93.994,-36.4,4.857,5191.0,9,2,3,0,2,0,1,6,1,1,0
36,389,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,2,3,0,0,2,1,6,1,1,0
33,702,1,999,0,1.1,93.994,-36.4,4.857,5191.0,7,2,3,0,0,0,1,6,1,1,0
40,151,1,999,0,1.1,93.994,-36.4,4.857,5191.0,9,0,5,0,0,0,1,6,1,1,0
41,211,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,0,0,2,0,1,6,1,1,0
51,117,1,999,0,1.1,93.994,-36.4,4.857,5191.0,7,1,1,0,2,0,1,6,1,1,0
36,232,3,999,0,1.1,93.994,-36.4,4.857,5191.0,9,1,5,0,2,0,1,6,1,1,0
28,408,2,999,0,1.1,93.994,-36.4,4.857,5191.0,7,1,7,0,0,0,1,6,1,1,0
